file,category,corruption,true_label,prediction,success,openavff_prob,visual_signal,fusion_prob,metadata
00165_clean.mp4,RealVideo-RealAudio,clean,0,real,True,0.52880859375,0.0,0.42304687500000004,"{""duration"": ""4.28s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""248 kbps""}"
00165_video_crf40.mp4,RealVideo-RealAudio,video_crf40,0,real,True,0.52880859375,0.0,0.42304687500000004,"{""duration"": ""4.28s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""99 kbps""}"
00165_video_360p.mp4,RealVideo-RealAudio,video_360p,0,real,True,0.517578125,0.0,0.4140625,"{""duration"": ""4.28s"", ""resolution"": ""360x360"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""359 kbps""}"
00165_video_dark.mp4,RealVideo-RealAudio,video_dark,0,real,True,0.54345703125,0.0,0.43476562500000004,"{""duration"": ""4.28s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""197 kbps""}"
00165_audio_aac_32k.mp4,RealVideo-RealAudio,audio_aac_32k,0,real,True,0.52880859375,0.0,0.42304687500000004,"{""duration"": ""4.28s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""215 kbps""}"
00165_audio_noise.mp4,RealVideo-RealAudio,audio_noise,0,real,True,0.53173828125,0.0,0.425390625,"{""duration"": ""4.28s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""251 kbps""}"
00083_clean.mp4,RealVideo-RealAudio,clean,0,fake,False,0.56591796875,0.5,0.552734375,"{""duration"": ""6.72s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""224 kbps""}"
00083_video_crf40.mp4,RealVideo-RealAudio,video_crf40,0,fake,False,0.53662109375,0.5,0.529296875,"{""duration"": ""6.72s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""94 kbps""}"
00083_video_360p.mp4,RealVideo-RealAudio,video_360p,0,fake,False,0.51953125,0.4931317503595593,0.5142513500719119,"{""duration"": ""6.72s"", ""resolution"": ""360x360"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""330 kbps""}"
00083_video_dark.mp4,RealVideo-RealAudio,video_dark,0,fake,False,0.55810546875,0.5,0.546484375,"{""duration"": ""6.72s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""147 kbps""}"
00083_audio_aac_32k.mp4,RealVideo-RealAudio,audio_aac_32k,0,fake,False,0.56494140625,0.5,0.551953125,"{""duration"": ""6.72s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""187 kbps""}"
00083_audio_noise.mp4,RealVideo-RealAudio,audio_noise,0,fake,False,0.58203125,0.5,0.565625,"{""duration"": ""6.72s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""224 kbps""}"
00072_clean.mp4,RealVideo-RealAudio,clean,0,fake,False,0.53125,0.4363637235909577,0.5122727447181916,"{""duration"": ""8.32s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""360 kbps""}"
00072_video_crf40.mp4,RealVideo-RealAudio,video_crf40,0,real,True,0.529296875,0.35385591134506156,0.4942086822690123,"{""duration"": ""8.32s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""104 kbps""}"
00072_video_360p.mp4,RealVideo-RealAudio,video_360p,0,real,True,0.515625,0.33267164752627254,0.47903432950525454,"{""duration"": ""8.32s"", ""resolution"": ""360x360"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""536 kbps""}"
00072_video_dark.mp4,RealVideo-RealAudio,video_dark,0,fake,False,0.53759765625,0.41431780249088795,0.5129416854981776,"{""duration"": ""8.32s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""264 kbps""}"
00072_audio_aac_32k.mp4,RealVideo-RealAudio,audio_aac_32k,0,fake,False,0.53125,0.4363637235909577,0.5122727447181916,"{""duration"": ""8.32s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""329 kbps""}"
00072_audio_noise.mp4,RealVideo-RealAudio,audio_noise,0,fake,False,0.5361328125,0.4363637235909577,0.5161789947181916,"{""duration"": ""8.32s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""366 kbps""}"
00092_clean.mp4,RealVideo-RealAudio,clean,0,real,True,0.576171875,0.07325909093663563,0.47558931818732714,"{""duration"": ""7.16s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""228 kbps""}"
00092_video_crf40.mp4,RealVideo-RealAudio,video_crf40,0,fake,False,0.58251953125,0.2016253833213892,0.5063407016642779,"{""duration"": ""7.16s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""99 kbps""}"
00092_video_360p.mp4,RealVideo-RealAudio,video_360p,0,real,True,0.52734375,0.0,0.421875,"{""duration"": ""7.16s"", ""resolution"": ""360x360"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""324 kbps""}"
00092_video_dark.mp4,RealVideo-RealAudio,video_dark,0,real,True,0.53955078125,0.28260213770259135,0.4881610525405183,"{""duration"": ""7.16s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""184 kbps""}"
00092_audio_aac_32k.mp4,RealVideo-RealAudio,audio_aac_32k,0,real,True,0.57421875,0.07325909093663563,0.47402681818732717,"{""duration"": ""7.16s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""190 kbps""}"
00092_audio_noise.mp4,RealVideo-RealAudio,audio_noise,0,real,True,0.5791015625,0.07325909093663563,0.47793306818732717,"{""duration"": ""7.16s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""226 kbps""}"
00174_clean.mp4,RealVideo-RealAudio,clean,0,real,True,0.529296875,0.013422483589462412,0.4261219967178925,"{""duration"": ""5.24s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""256 kbps""}"
00174_video_crf40.mp4,RealVideo-RealAudio,video_crf40,0,real,True,0.53076171875,0.17485982596407212,0.45958134019281444,"{""duration"": ""5.24s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""102 kbps""}"
00174_video_360p.mp4,RealVideo-RealAudio,video_360p,0,real,True,0.51611328125,0.0,0.412890625,"{""duration"": ""5.24s"", ""resolution"": ""360x360"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""374 kbps""}"
00174_video_dark.mp4,RealVideo-RealAudio,video_dark,0,real,True,0.525390625,0.0873726854252047,0.43778703708504096,"{""duration"": ""5.24s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""180 kbps""}"
00174_audio_aac_32k.mp4,RealVideo-RealAudio,audio_aac_32k,0,real,True,0.529296875,0.013422483589462412,0.4261219967178925,"{""duration"": ""5.24s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""218 kbps""}"
00174_audio_noise.mp4,RealVideo-RealAudio,audio_noise,0,real,True,0.53271484375,0.013422483589462412,0.42885637171789254,"{""duration"": ""5.24s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""254 kbps""}"
00160_clean.mp4,RealVideo-RealAudio,clean,0,real,True,0.52978515625,0.0,0.423828125,"{""duration"": ""5.40s"", ""resolution"": ""224x224"", ""fps"": ""25.00"", ""video_codec"": ""h264"", ""audio_codec"": ""aac"", ""bitrate"": ""250 kbps""}"
